Date,Centre_Name,Commodity_Name,Price
17-12-2014,VIJAYWADA,Potato,30.0
18-12-2014,VIJAYWADA,Potato,30.0
19-12-2014,VIJAYWADA,Potato,30.0
22-12-2014,VIJAYWADA,Potato,30.0
23-12-2014,VIJAYWADA,Potato,30.0
24-12-2014,VIJAYWADA,Potato,30.0
26-12-2014,VIJAYWADA,Potato,30.0
29-12-2014,VIJAYWADA,Potato,26.0
30-12-2014,VIJAYWADA,Potato,24.0
31-12-2014,VIJAYWADA,Potato,24.0
01-01-2015,VIJAYWADA,Potato,24.0
02-01-2015,VIJAYWADA,Potato,24.0
05-01-2015,VIJAYWADA,Potato,24.0
06-01-2015,VIJAYWADA,Potato,24.0
07-01-2015,VIJAYWADA,Potato,24.0
08-01-2015,VIJAYWADA,Potato,24.0
09-01-2015,VIJAYWADA,Potato,24.0
12-01-2015,VIJAYWADA,Potato,24.0
13-01-2015,VIJAYWADA,Potato,22.0
14-01-2015,VIJAYWADA,Potato,17.649063032367973
15-01-2015,VIJAYWADA,Potato,17.649063032367973
16-01-2015,VIJAYWADA,Potato,17.649063032367973
19-01-2015,VIJAYWADA,Potato,22.0
20-01-2015,VIJAYWADA,Potato,22.0
21-01-2015,VIJAYWADA,Potato,22.0
22-01-2015,VIJAYWADA,Potato,22.0
23-01-2015,VIJAYWADA,Potato,22.0
27-01-2015,VIJAYWADA,Potato,22.0
28-01-2015,VIJAYWADA,Potato,22.0
30-01-2015,VIJAYWADA,Potato,22.0
02-02-2015,VIJAYWADA,Potato,22.0
03-02-2015,VIJAYWADA,Potato,22.0
04-02-2015,VIJAYWADA,Potato,22.0
05-02-2015,VIJAYWADA,Potato,22.0
06-02-2015,VIJAYWADA,Potato,22.0
09-02-2015,VIJAYWADA,Potato,22.0
10-02-2015,VIJAYWADA,Potato,22.0
11-02-2015,VIJAYWADA,Potato,22.0
12-02-2015,VIJAYWADA,Potato,22.0
13-02-2015,VIJAYWADA,Potato,22.0
16-02-2015,VIJAYWADA,Potato,22.0
17-02-2015,VIJAYWADA,Potato,17.649063032367973
18-02-2015,VIJAYWADA,Potato,22.0
19-02-2015,VIJAYWADA,Potato,22.0
20-02-2015,VIJAYWADA,Potato,22.0
23-02-2015,VIJAYWADA,Potato,22.0
24-02-2015,VIJAYWADA,Potato,22.0
25-02-2015,VIJAYWADA,Potato,22.0
26-02-2015,VIJAYWADA,Potato,22.0
27-02-2015,VIJAYWADA,Potato,22.0
02-03-2015,VIJAYWADA,Potato,22.0
03-03-2015,VIJAYWADA,Potato,22.0
04-03-2015,VIJAYWADA,Potato,22.0
05-03-2015,VIJAYWADA,Potato,22.0
09-03-2015,VIJAYWADA,Potato,22.0
10-03-2015,VIJAYWADA,Potato,22.0
11-03-2015,VIJAYWADA,Potato,22.0
12-03-2015,VIJAYWADA,Potato,22.0
13-03-2015,VIJAYWADA,Potato,22.0
16-03-2015,VIJAYWADA,Potato,22.0
17-03-2015,VIJAYWADA,Potato,22.0
18-03-2015,VIJAYWADA,Potato,22.0
19-03-2015,VIJAYWADA,Potato,22.0
20-03-2015,VIJAYWADA,Potato,22.0
23-03-2015,VIJAYWADA,Potato,22.0
24-03-2015,VIJAYWADA,Potato,22.0
25-03-2015,VIJAYWADA,Potato,22.0
26-03-2015,VIJAYWADA,Potato,22.0
27-03-2015,VIJAYWADA,Potato,22.0
30-03-2015,VIJAYWADA,Potato,22.0
31-03-2015,VIJAYWADA,Potato,22.0
01-04-2015,VIJAYWADA,Potato,22.0
06-04-2015,VIJAYWADA,Potato,22.0
07-04-2015,VIJAYWADA,Potato,20.0
08-04-2015,VIJAYWADA,Potato,20.0
09-04-2015,VIJAYWADA,Potato,20.0
10-04-2015,VIJAYWADA,Potato,20.0
13-04-2015,VIJAYWADA,Potato,20.0
15-04-2015,VIJAYWADA,Potato,20.0
16-04-2015,VIJAYWADA,Potato,20.0
17-04-2015,VIJAYWADA,Potato,20.0
20-04-2015,VIJAYWADA,Potato,20.0
21-04-2015,VIJAYWADA,Potato,20.0
22-04-2015,VIJAYWADA,Potato,20.0
23-04-2015,VIJAYWADA,Potato,20.0
24-04-2015,VIJAYWADA,Potato,20.0
27-04-2015,VIJAYWADA,Potato,20.0
28-04-2015,VIJAYWADA,Potato,20.0
